qry,chamber,url,comb_text,sc_relevance_score
Adam Kinzinger,Rep,https://chicago.suntimes.com/columnists/2021/1/12/22227919/gop-rep-adam-kinzinger-will-vote-to-impeach-president-donald-trump,"c("" https://chicago.suntimes.com/columnists/2021/1/12/22227919/gop-rep-adam-kinzinger-will-vote-to-impeach-president-donald-trump  "", ""gop rep. adam kinzinger will vote to impeach  | president donald trump: where \nillinois members stand | chicago sun-times | Â· | 12 hours ago https://chicago.suntimes.com/columnists/2021/1/12/22227919/gop-rep-adam-kinzinger-will-vote-to-impeach-president-donald-trump  "", ""gop rep. adam kinzinger will vote to impeach  | president donald trump: where \nillinois members stand | chicago sun-times | Â· | 13 hours ago https://chicago.suntimes.com/columnists/2021/1/12/22227919/gop-rep-adam-kinzinger-will-vote-to-impeach-president-donald-trump  "", 
""gop rep. adam kinzinger will vote to impeach  | president donald trump: where \nillinois members stand | chicago sun-times | Â· | 14 hours ago https://chicago.suntimes.com/columnists/2021/1/12/22227919/gop-rep-adam-kinzinger-will-vote-to-impeach-president-donald-trump  "")",1
Adam Kinzinger,Rep,https://www.pantagraph.com/gcc/news/be-an-encourager-kinzinger-tells-students/article_a8688d96-2e52-575e-a3fb-c03516713d37.html,https://www.pantagraph.com/gcc/news/be-an-encourager-kinzinger-tells-students/article_a8688d96-2e52-575e-a3fb-c03516713d37.html,1
Adam Schiff,Rep,https://en.wikipedia.org/wiki/Adam_Schiff_(Law_%26_Order),"c(""adam schiff (law & order) - wikipedia https://en.wikipedia.org/wiki/adam_schiff_(law_%26_order)  "", ""adam schiff (law & order) - wikipedia https://en.wikipedia.org/wiki/adam_schiff_(law_%26_order) schiff  is district attorney of new york county, and a graduate of columbia university, where he served on the law review. he began his career as an ada inÂ ... "", ""adam schiff (law & order) - wikipedia https://en.wikipedia.org/wiki/adam_schiff_(law_%26_order) adam schiff  is a fictional character on the tv drama series law & order. he was played by steven hill from 1990 to 2000. schiff was one of the original mainÂ ... ""
)",0
Adam Schiff,Rep,https://twitter.com/RepAdamSchiff/status/1345528358315069440?ref_src=twsrc^google|twcamp^serp|twgr^tweet,"https://twitter.com/repadamschiff/status/1345528358315069440?ref_src=twsrc^google|twcamp^serp|twgr^tweet last year, we proved donald trump guilty of abusing the power of his office.

but republican senators refused to convict, claiming on principle, voters should decide.

now, those same senators wish to overturn the election results.

they have no principle, only fear and ambition.",1
Adam Schiff,Rep,https://twitter.com/RepAdamSchiff/status/1352695190532861953?ref_src=twsrc^google|twcamp^serp|twgr^tweet,"https://twitter.com/repadamschiff/status/1352695190532861953?ref_src=twsrc^google|twcamp^serp|twgr^tweet through his lies and provocations, trump incited a mob to attack the peaceful transfer of power.
Â 
as house members, we did our job and impeached him.Â 

it will soon be time for senators to do theirs.

to protect the country, trump must be disqualified from any further office.",1
Adam Schiff,Rep,https://www.washingtonpost.com/national-security/nora-dannehy-john-durham-trump-russia/2020/09/11/8bf49890-f466-11ea-b796-2dd09962649c_story.html,"prosecutor resigns from us attorney's ... https://www.washingtonpost.com/national-security/nora-dannehy-john-durham-trump-russia/2020/09/11/8bf49890-f466-11ea-b796-2dd09962649c_story.html â€œthe durham investigation was political from the start and issuing 'findings' before the election would violate doj policy,â€ schiff said.",1
Adam Schiff,Rep,https://twitter.com/RepAdamSchiff/status/1313840803274465283?ref_src=twsrc^google|twcamp^serp|twgr^tweet,"https://twitter.com/repadamschiff/status/1313840803274465283?ref_src=twsrc^google|twcamp^serp|twgr^tweet in the past year, erdoganâ€™s turkey has:
Â 
â˜‘ï¸ aided and abetted azerbaijanâ€™s deadly attacks on artsakh with foreign fighters
â˜‘ï¸ endangered our troops in syria
â˜‘ï¸ cozied up to iranÂ 
â˜‘ï¸ installed russian s400 missiles
Â 
what kind of an ally does this?Â time to get tough with turkey.",1
Adam Schiff,Rep,https://apnews.com/c1b395893d0032d1d62bdeba702b384e,"house democrats subpoena pompeo for ... https://apnews.com/c1b395893d0032d1d62bdeba702b384e â€œi believe today, as i did then, that any effort to interfere in elections must be deterred, disrupted, and exposed, because complacency will further ero...more",1
Adrian Smith,Rep,https://twitter.com/RepAdrianSmith/status/1346579802736762881?ref_src=twsrc^google|twcamp^serp|twgr^tweet,"https://twitter.com/repadriansmith/status/1346579802736762881?ref_src=twsrc^google|twcamp^serp|twgr^tweet i appreciated meeting the family of the late shawn farritor this afternoon.Â his commitment to serving others, despite of the many personal challenges he faced, make him the final excellence in innovation and adaptation honoree. #ne03",1
Adrian Smith,Rep,https://journalstar.com/news/state-and-regional/nebraska/rep-adrian-smith-explains-why-he-objected-to-electoral-college-results/article_b77d04f9-9e17-5bbd-bc8f-2b63ed5ec572.html,"c(""rep. adrian smith explains why he objected to electoral ... https://journalstar.com/news/state-and-regional/nebraska/rep-adrian-smith-explains-why-he-objected-to-electoral-college-results/article_b77d04f9-9e17-5bbd-bc8f-2b63ed5ec572.html  "", ""lincoln journal star | . | rep. adrian smith  | explains why he  | objected to electoral  | college results | . | 2 days ago https://journalstar.com/news/state-and-regional/nebraska/rep-adrian-smith-explains-why-he-objected-to-electoral-college-results/article_b77d04f9-9e17-5bbd-bc8f-2b63ed5ec572.html  "", 
""rep. adrian smith explains why he objected to  | electoral college results | lincoln journal star | Â· | 2 days ago https://journalstar.com/news/state-and-regional/nebraska/rep-adrian-smith-explains-why-he-objected-to-electoral-college-results/article_b77d04f9-9e17-5bbd-bc8f-2b63ed5ec572.html  "", ""lincoln journal star | . | rep. adrian smith  | explains why he  | objected to electoral  | college results | . | 1 day ago https://journalstar.com/news/state-and-regional/nebraska/rep-adrian-smith-explains-why-he-objected-to-electoral-college-results/article_b77d04f9-9e17-5bbd-bc8f-2b63ed5ec572.html  ""
)",1
Adrian Smith,Rep,https://twitter.com/RepAdrianSmith/status/1304431850987847682?ref_src=twsrc^google|twcamp^serp|twgr^tweet,"https://twitter.com/repadriansmith/status/1304431850987847682?ref_src=twsrc^google|twcamp^serp|twgr^tweet 19 years ago, our country and the world were forever changed. may we #neverforget the courage and sacrifice of the first responders and thank our servicemembers and veterans for putting their lives on the line so we may enjoy freedom.",1
Adrian Smith,Rep,https://twitter.com/RepAdrianSmith/status/1338591538310475780?ref_src=twsrc^google|twcamp^serp|twgr^tweet,https://twitter.com/repadriansmith/status/1338591538310475780?ref_src=twsrc^google|twcamp^serp|twgr^tweet we must always be vigilant in defending our second amendment rights. i am committed to doing just that. my column here: bit.ly/2juo9ct,1
Adrian Smith,Rep,https://twitter.com/RepAdrianSmith/status/1362131357992894464?ref_src=twsrc^google|twcamp^serp|twgr^tweet,https://twitter.com/repadriansmith/status/1362131357992894464?ref_src=twsrc^google|twcamp^serp|twgr^tweet today i met with the valentine chamber of commerce to hear their thoughts and discuss the concerning toll tax increases and raising the minimum wage would have on local small businesses. #ne03,1
Adrian Smith,Rep,https://twitter.com/RepAdrianSmith/status/1364705734211088385?ref_src=twsrc^google|twcamp^serp|twgr^tweet,https://twitter.com/repadriansmith/status/1364705734211088385?ref_src=twsrc^google|twcamp^serp|twgr^tweet i was pleased to meet with @cityofkearney regional airport today and learn more about their efforts to provide air service despite the challenges faced by the travel industry. #ne03,1
Al Lawson,Rep,https://twitter.com/RepAlLawsonJr/status/1359544850564198408?ref_src=twsrc^google|twcamp^serp|twgr^tweet,"https://twitter.com/repallawsonjr/status/1359544850564198408?ref_src=twsrc^google|twcamp^serp|twgr^tweet a president must be held accountable for every day in office, beginning to end. there is no 'january exception' to the constitution. this is a stark and powerful reminder in video evidence of why the senate must convict. #holdtrumpaccountable 
www.youtube.com/watch?vâ€¦",1
Al Lawson,Rep,https://floridapolitics.com/archives/375354-clyburn-lawson-biden-rural,"c(""'we have lost a lot': james clyburn, al ... https://floridapolitics.com/archives/375354-clyburn-lawson-biden-rural â€œif it had not been for james clyburn, joe biden and kamala harris would not be where they are today,â€ lawson said. "", ""'we have lost a lot': james clyburn, al lawson  | make 'rural' pitch for joe \nbiden | florida politics | Â· | 1 day ago https://floridapolitics.com/archives/375354-clyburn-lawson-biden-rural  "", ""'we have lost a lot': james clyburn, al lawson  | make 'rural' pitch for joe \nbiden | florida politics | Â· | 2 days ago https://floridapolitics.com/archives/375354-clyburn-lawson-biden-rural  "", 
""'we have lost a lot': james clyburn, al lawson  | make 'rural' pitch for joe \nbiden | florida politics | Â· | 18 hours ago https://floridapolitics.com/archives/375354-clyburn-lawson-biden-rural  "")",1
Al Lawson,Rep,https://twitter.com/RepAlLawsonJr/status/1361731682848698370?ref_src=twsrc^google|twcamp^serp|twgr^tweet,"https://twitter.com/repallawsonjr/status/1361731682848698370?ref_src=twsrc^google|twcamp^serp|twgr^tweet join us this thursday for creating a path forward: reaching health equity and reducing health disparities in alzheimer 's and dementia. learn to identify the early warning signs in your family, friends and community members. 
alz-org.zoom.us/webinarâ€¦",1
Al Lawson,Rep,https://www.thefloridastar.com/articles/rep-al-lawson-announces-that-local-colleges-universities-will-receive-an-additional-186m-in-federal-support/,"rep. al lawson announces that local colleges &  | universities will receive an 
additional $186m in federal support | the florida star | Â· | 21 hours ago https://www.thefloridastar.com/articles/rep-al-lawson-announces-that-local-colleges-universities-will-receive-an-additional-186m-in-federal-support/",1
Al Lawson,Rep,https://www.congress.gov/member/al-lawson/L000586?q=%7B%22subject%22%3A%22Crime+and+Law+Enforcement%22%7D,https://www.congress.gov/member/al-lawson/l000586?q=%7b%22subject%22%3a%22crime+and+law+enforcement%22%7d,1
Al Lawson,Rep,https://www.heraldtribune.com/news/20200724/civil-rights-icon-john-lewis-remembered-in-florida,"civil rights icon john lewis remembered in ... https://www.heraldtribune.com/news/20200724/civil-rights-icon-john-lewis-remembered-in-florida â€œwe have lost a giant with the passing of congressman john lewis,â€ lawson said. â€œhe was a humble leader who dedicated his life to service, justice and...more",1
Alan Lowenthal,Rep,https://twitter.com/RepLowenthal/status/1352685461404217345?ref_src=twsrc^google|twcamp^serp|twgr^tweet,"https://twitter.com/replowenthal/status/1352685461404217345?ref_src=twsrc^google|twcamp^serp|twgr^tweet the bigoted muslim travel ban never protected us from a terrorist threat. it was a stain on our nation that i proudly and repeatedly voted to overturn. president biden repealed it immediately, but there is more to do to restore our credibility and heal our country.",1
Alan Lowenthal,Rep,https://twitter.com/RepLowenthal/status/1329201679888244741?ref_src=twsrc^google|twcamp^serp|twgr^tweet,"https://twitter.com/replowenthal/status/1329201679888244741?ref_src=twsrc^google|twcamp^serp|twgr^tweet president trumpâ€™s firing of chris krebs, director of the cybersecurity and infrastructure security agency is outrageous. director krebs debunked the presidentâ€™s evidence-free claims of voter fraud, and the president is unwilling to accept reality.",1
Alan Lowenthal,Rep,https://twitter.com/RepLowenthal/status/1333940695837663232?ref_src=twsrc^google|twcamp^serp|twgr^tweet,"https://twitter.com/replowenthal/status/1333940695837663232?ref_src=twsrc^google|twcamp^serp|twgr^tweet 65 years ago today, rosa parks was arrested for peacefully refusing to accept the racist system of jim crow oppression. she struck a blow for justice and equality. today, we honor her legacy and commit to continue her struggle. #goodtrouble.",1
Alan Lowenthal,Rep,https://twitter.com/RepLowenthal/status/1350885349564829696?ref_src=twsrc^google|twcamp^serp|twgr^tweet,https://twitter.com/replowenthal/status/1350885349564829696?ref_src=twsrc^google|twcamp^serp|twgr^tweet house democrats passed a $15 minimum wage in the last congress. passing it now will provide a boost to millions of workers who have been on the front lines of our crisis and will make sure no one is left behind by our economy recovery.,1
Alan Lowenthal,Rep,https://www.ocregister.com/2020/02/21/in-race-for-47th-congressional-district-five-challengers-hope-to-beat-rep-alan-lowenthal,https://www.ocregister.com/2020/02/21/in-race-for-47th-congressional-district-five-challengers-hope-to-beat-rep-alan-lowenthal,1
Alan Lowenthal,Rep,https://twitter.com/RepLowenthal/status/1334232620415283201?ref_src=twsrc^google|twcamp^serp|twgr^tweet,https://twitter.com/replowenthal/status/1334232620415283201?ref_src=twsrc^google|twcamp^serp|twgr^tweet there are no magical solutions to the iranian nuclear issue. maximum pressure was a terrible failure. intelligence operations and limited military actions cannot succeed. war would be unacceptable. diplomacy is our only option. www.nbcnews.com/news/woâ€¦,1
Alcee Hastings,Rep,https://twitter.com/RepHastingsFL/status/1314610785591623681?ref_src=twsrc^google|twcamp^serp|twgr^tweet,"https://twitter.com/rephastingsfl/status/1314610785591623681?ref_src=twsrc^google|twcamp^serp|twgr^tweet the highest office in the land needs 2 operate w/stable leadership. i joined @repraskin in co-sponsoring the commission on presidential capacity 2 discharge the powers and duties of office, 2 uphold the guidelines of the constitution, 2 in the best interest of the american ppl.",1
Alcee Hastings,Rep,https://twitter.com/RepHastingsFL/status/1310987705082408960?ref_src=twsrc^google|twcamp^serp|twgr^tweet,"https://twitter.com/rephastingsfl/status/1310987705082408960?ref_src=twsrc^google|twcamp^serp|twgr^tweet while house democrats are fighting #forthepeople and their health care, @realdonaldtrump and republicans are trying to take health care away.",1
Alcee Hastings,Rep,https://twitter.com/RepHastingsFL/status/1364306606310232070?ref_src=twsrc^google|twcamp^serp|twgr^tweet,"https://twitter.com/rephastingsfl/status/1364306606310232070?ref_src=twsrc^google|twcamp^serp|twgr^tweet all presidential greetings & congratulations should be submitted to the white houseâ€™s website, by using the following contact link: www.whitehouse.gov/contâ€¦. this online box is checked daily for greeting requests.",1
Alcee Hastings,Rep,https://twitter.com/RepHastingsFL/status/1374393874773250053?ref_src=twsrc^google|twcamp^serp|twgr^tweet,"https://twitter.com/rephastingsfl/status/1374393874773250053?ref_src=twsrc^google|twcamp^serp|twgr^tweet it's #nationalpuppyday! animals deserve to be treated with respect & care. that's why i am proud to cosponsor h.r. 1905, the aarf act, to ensure that the fda allows drug companies to use modern & humane alternatives as opposed to cruel tests on puppies & other animals.",1
Alcee Hastings,Rep,https://twitter.com/RepHastingsFL/status/1310577231408832512?ref_src=twsrc^google|twcamp^serp|twgr^tweet,https://twitter.com/rephastingsfl/status/1310577231408832512?ref_src=twsrc^google|twcamp^serp|twgr^tweet thereâ€™s still time to #becounted! help bring funding and resources to your community. complete your #2020census here  ðŸ‘‰ 2020census.gov,1
Alcee Hastings,Rep,https://twitter.com/RepHastingsFL/status/1325187877572055040?ref_src=twsrc^google|twcamp^serp|twgr^tweet,"https://twitter.com/rephastingsfl/status/1325187877572055040?ref_src=twsrc^google|twcamp^serp|twgr^tweet the american people have spoken, marking a new day of hope and change for our nation.  congratulations to president-elect @joebiden and vice president-elect @kamalaharris!",1
Alex Mooney,Rep,https://twitter.com/RepAlexMooney/status/1370125486366597128?ref_src=twsrc^google|twcamp^serp|twgr^tweet,"https://twitter.com/repalexmooney/status/1370125486366597128?ref_src=twsrc^google|twcamp^serp|twgr^tweet speaker pelosi & house dems are still working hard to defund the police and eliminate your second amendment rights.

meanwhile they are safely under the protection of gun-holding capitol police and national guardsmen behind a seven-foot-tall, razor wire fence here at the capitol.",1
Alex Mooney,Rep,https://twitter.com/RepAlexMooney/status/1334678114031570944?ref_src=twsrc^google|twcamp^serp|twgr^tweet,"https://twitter.com/repalexmooney/status/1334678114031570944?ref_src=twsrc^google|twcamp^serp|twgr^tweet my thoughts & prayers are w/ cassie johnson & her family. we need to support the police &, as we are all grieving, look for ways to honor her legacy by showing prayers now, & support down the road, to those who defend us through their law enforcement work.
www.foxnews.com/us/westâ€¦",1
Alex Mooney,Rep,https://twitter.com/RepAlexMooney/status/1356354066671149067?ref_src=twsrc^google|twcamp^serp|twgr^tweet,"https://twitter.com/repalexmooney/status/1356354066671149067?ref_src=twsrc^google|twcamp^serp|twgr^tweet as recently as oct. 2012, during the vice presidential debate, biden repeated his long-held view saying, â€œwith regard to abortion, i accept my church's position that life begins at conception. that's the church's judgment. i accept it in my personal life.â€
washex.am/3rebqrb",1
Alex Mooney,Rep,https://twitter.com/RepAlexMooney/status/1371967831080894465?ref_src=twsrc^google|twcamp^serp|twgr^tweet,"https://twitter.com/repalexmooney/status/1371967831080894465?ref_src=twsrc^google|twcamp^serp|twgr^tweet today on the @tomroten morning show on @800_wvhu i discussed biden's border crisis and democrats' attack on the second amendment.

â¬‡ï¸ listen here â¬‡ï¸
www.iheart.com/podcast/â€¦",1
Alex Mooney,Rep,https://twitter.com/RepAlexMooney/status/1365387519672668164?ref_src=twsrc^google|twcamp^serp|twgr^tweet,"https://twitter.com/repalexmooney/status/1365387519672668164?ref_src=twsrc^google|twcamp^serp|twgr^tweet we must be judicious w/ our dollars. i urge my colleagues to consider the future.

today we have $27.9 t in national debt, which is more than $84,000 of debt per citizen.

now pelosi & dems are trying to fast-track through both chambers a $2 t bill packed w/ liberal priorities.",1
Alex Mooney,Rep,https://twitter.com/RepAlexMooney/status/1311311950517805057?ref_src=twsrc^google|twcamp^serp|twgr^tweet,"https://twitter.com/repalexmooney/status/1311311950517805057?ref_src=twsrc^google|twcamp^serp|twgr^tweet while the left tries to defund, dismantle and destroy our country, i'm committed to restoring, rebuilding and renewing the america we love.

âœ…restore your way of lifeðŸ‡ºðŸ‡¸
âœ…rebuild the greatest economyðŸ‡ºðŸ‡¸
âœ…renew the american dreamðŸ‡ºðŸ‡¸

#commitmenttoamerica â¬‡ï¸
www.republicanleader.goâ€¦",1
AndrÃ© Carson,Rep,https://twitter.com/RepAndreCarson/status/1311749630275788801?ref_src=twsrc^google|twcamp^serp|twgr^tweet,"https://twitter.com/repandrecarson/status/1311749630275788801?ref_src=twsrc^google|twcamp^serp|twgr^tweet our fight to help uyghurs seek justice continues! this week, the house passed h.r. 6270, which forces companies to disclose whether they have profited off of forced labor in #uyghur internment camps. we have so much more to do, but we won't rest until uyghurs are truly free.",1
AndrÃ© Carson,Rep,https://twitter.com/RepAndreCarson/status/1316376286139482114?ref_src=twsrc^google|twcamp^serp|twgr^tweet,"https://twitter.com/repandrecarson/status/1316376286139482114?ref_src=twsrc^google|twcamp^serp|twgr^tweet breaking: due to a court order, the deadline to complete #census2020 is now tomorrow, october 15th. this is a reckless play by the trump administration to undercount our communities. we can't let that happen. please fill out your census asap! 2020census.gov",1
AndrÃ© Carson,Rep,https://twitter.com/RepAndreCarson/status/1357477449538416644?ref_src=twsrc^google|twcamp^serp|twgr^tweet,"https://twitter.com/repandrecarson/status/1357477449538416644?ref_src=twsrc^google|twcamp^serp|twgr^tweet i voted today for a resolution to remove rep. marjorie taylor greene from her committee assignments -- the budget committee and the education and labor committee. her extreme and dangerous statements make her unfit to serve on these committees, and in congress altogether.",1
AndrÃ© Carson,Rep,https://www.tmz.com/2020/12/10/congressman-andre-carson-covid-19-vaccine-mistrust-black-community/,"c(""rep. andre carson says he'll get vaccine, black  | community's mistrust \nrequires healing | tmz | Â· | 1 month ago https://www.tmz.com/2020/12/10/congressman-andre-carson-covid-19-vaccine-mistrust-black-community/  "", ""rep. andre carson says he'll get vaccine, black  | community's mistrust \nrequires healing | tmz.com | Â· | 1 month ago https://www.tmz.com/2020/12/10/congressman-andre-carson-covid-19-vaccine-mistrust-black-community/  "")",1
AndrÃ© Carson,Rep,https://twitter.com/RepAndreCarson/status/1362477958460563458?ref_src=twsrc^google|twcamp^serp|twgr^tweet,"https://twitter.com/repandrecarson/status/1362477958460563458?ref_src=twsrc^google|twcamp^serp|twgr^tweet i'm honored and proud to support the #equalityact! this landmark bill ensures stronger federal protections against discrimination for #lgbtq americans. it passed the house in the last congress, and this year we have an even better opportunity to make it the law of the land!",1
AndrÃ© Carson,Rep,https://twitter.com/RepAndreCarson/status/1357047960006234117?ref_src=twsrc^google|twcamp^serp|twgr^tweet,"https://twitter.com/repandrecarson/status/1357047960006234117?ref_src=twsrc^google|twcamp^serp|twgr^tweet letâ€™s continue striving to honor and uplift black storytellers. they are so important in understanding our struggle, and documenting our successes. #blackhistorymonth",1
Andy Levin,Rep,https://twitter.com/RepAndyLevin/status/1329918600749178882?ref_src=twsrc^google|twcamp^serp|twgr^tweet,https://twitter.com/repandylevin/status/1329918600749178882?ref_src=twsrc^google|twcamp^serp|twgr^tweet we have to make sure apprentices know their rights are protected and that equal opportunities are given to take part in apprenticeships. thatâ€™s why my standards act that passed today requires targeted outreach to women and people of color for rewarding career opportunities.,1
Andy Levin,Rep,https://twitter.com/RepAndyLevin/status/1338936113050750976?ref_src=twsrc^google|twcamp^serp|twgr^tweet,"https://twitter.com/repandylevin/status/1338936113050750976?ref_src=twsrc^google|twcamp^serp|twgr^tweet when the house updated the heroes act in october, we set aside $208 billion for schools. educators, students and communities need these funds â€“ and likely more â€“ to keep schools safe and students learning this winter and spring.",1
Andy Levin,Rep,https://www.michiganradio.org/post/political-family-legacy-poised-continue,https://www.michiganradio.org/post/political-family-legacy-poised-continue,1
Andy Levin,Rep,https://www.wxyz.com/news/michigan-voters-react-to-tuesday-nights-1st-presidential-debate,"'this is exhausting': michigan voters sound ... https://www.wxyz.com/news/michigan-voters-react-to-tuesday-nights-1st-presidential-debate â€œi'm very sad... this kind of belittling one's opponent, and name calling,â€ said democratic congressman andy levin, representin...more",1
Andy Levin,Rep,https://twitter.com/RepAndyLevin/status/1299393786716528640?ref_src=twsrc^google|twcamp^serp|twgr^tweet,"https://twitter.com/repandylevin/status/1299393786716528640?ref_src=twsrc^google|twcamp^serp|twgr^tweet i just donâ€™t think trump and my gop colleagues see that the massive temporary unemployment crisis of the spring is turning into a mountain of permanent layoffs and long-term joblessness. their unwillingness to help workers make it through is criminal.
www.washingtonpost.com/â€¦",1
Andy Levin,Rep,https://www.investmentnews.com/legislation-requires-advisers-consider-esg-retirement-plans-199562,legislation would add socially responsible  | investing to retirement plans | investmentnews | Â· | 12 hours ago https://www.investmentnews.com/legislation-requires-advisers-consider-esg-retirement-plans-199562,1
Angie Craig,Rep,https://twitter.com/RepAngieCraig/status/1307087252863021059?ref_src=twsrc^google|twcamp^serp|twgr^tweet,"https://twitter.com/repangiecraig/status/1307087252863021059?ref_src=twsrc^google|twcamp^serp|twgr^tweet on this day in 1947, congress established the @usairforce. today, we celebrate the leadership and innovation of our greatest airpower. #afbday #af73",1
Angie Craig,Rep,https://news.yahoo.com/rep-angie-craig-social-medias-155240512.html,"rep. angie craig on social media's role in  | spreading disinformation: â€œa lie 
can spread so fastâ€ | yahoo news | Â· | 1 day ago https://news.yahoo.com/rep-angie-craig-social-medias-155240512.html",1
Angie Craig,Rep,https://www.kare11.com/article/news/politics/minnesota-2nd-congressional-district-race-lawsuit/89-1d118dfb-2248-45bd-854b-50cfba369ad8,"secretary of state says 2nd congressional race ... https://www.kare11.com/article/news/politics/minnesota-2nd-congressional-district-race-lawsuit/89-1d118dfb-2248-45bd-854b-50cfba369ad8 â€œthe lawsuit is about having representation in washington when some very important issues are going to be addressed,â€ craig says.",1
